Name,Release Year,Certificate,Duration,Poster,Trailer,Genre,Rating,Rating Count,Country,Director,Writer,Stars,Storyline,Cost,Income
,1995,,,"https://m.media-amazon.com/images/M/MV5BZTkzNDk0NTYtMTNjZi00NmRmLWEwYWQtMGJjNWI2NDI3ZGM4XkEyXkFqcGdeQXVyMTAxNTU4NzY4._V1_QL75_UX190_CR0,37,190,281_.jpg",,"Crime, Horror",4.3,133,Japan,Katsuya Matsumura,"Katsuya Matsumura, Takafumi Ohta","Yûjin Kitagawa, Satoru Saitô, Eisuke Sasai","A 17-year-old boy, Jo Kamisaku, and three other boys abduct a high school girl Junko Furuta.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BNzczYjYwN2ItYzAwNC00NzRmLTk1YmEtMWU2NDNkZWVlM2ViXkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_QL75_UY281_CR0,0,190,281_.jpg",,"Comedy, Fantasy",5.1,52,Canada,Nicholas Mariolis,Nicholas Mariolis,"Dan Horton, Tori Sinclair, Julie Strain, Tane McClure, Monique Parent, Karen Stone, Seana Ryan, Tamara Kane, Heather Hart, Jennifer Burton, Ramzi Tadros, Steven Mayas, Kathy Pasmore, Gloria Lusiak, Brick Majors, Tammy Parks, Norman Joseph, Adam Powers",Author of erotic literature is suffering from writer's block. Beautiful women from various eras of history start appearing to the desperate man to introduce him to erotica popular in their times to help him find inspiration.,,
,1997,,,"https://m.media-amazon.com/images/M/MV5BMTMwMTA0MTY4Ml5BMl5BanBnXkFtZTcwMDA0OTcxMQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",,"Action, Crime, Drama",3.8,138,United States,Jenö Hodi,"Jenö Hodi, Greg Lewis, András Tótisz","Sally Kirkland, Evan Lurie, Wings Hauser, Robert Forster, James Hong, Jorge Rivero, Tom Hallick, Greg Lewis, Sonny Landham, Bobbie Phillips, Paul Benedict, Ron Gilbert, Joe Estevez, David Amos, Cassie Yates, Sherrie Rose, Felecia, Ted Markland","A female private investigator's latest client turns up murdered, and she is thrust into a deadly underworld of bi-sexual strippers, a Chinese Godfather with a taste for young girls and the hunt for one very elusive gem.",,
,2006,,,"https://m.media-amazon.com/images/M/MV5BOGVjNWRkM2EtYjBjZC00YzdkLWFmMjAtODg1MDI4YjA3NjQ5XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UX190_CR0,2,190,281_.jpg",,"Comedy, Fantasy",5.2,80,United States,Philip J. Jones,Philip J. Jones,"Avalon Anders, Zen Gesner, Christine Harte, Stephanie Champlin, Raymond Storti, David Sobel, Bethenny Frankel, Adam Rocke, Alex Cohen, David Jean Thomas, Tom Kane, James Reason, Gloria Pryor, J. Adam Young, Jessica Devlin, Kathi Anderson, Lorissa McComas, Christy Mills","Avalon Anders stars as Jeanie, a genie sent to a junior college to turn a nerd (Gesner) into a man.",,
,1996,,,"https://m.media-amazon.com/images/M/MV5BMGZmMGU1MDItMzE4NC00Zjg5LWFlZjEtOTg3ZWU0ZWJiMWRjXkEyXkFqcGdeQXVyNTczNjgyMTk@._V1_QL75_UY281_CR5,0,190,281_.jpg",,"Comedy, War",9.0,1600,Federal Republic of Yugoslavia,,,,"In a fictional tavern located in a tiny UN demilitarized zone, during the Bosnian war, spies from all three warring sides are waiting for a foreign spy with a secret weapon that will bring victory to the side that obtains it.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BMmNlOWZjZjgtYmFhYy00Yjg1LWJmNzQtNTY0OGVlZWZiZDUwL2ltYWdlXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_QL75_UY281_CR27,0,190,281_.jpg",,Drama,5.1,50,Taiwan,An-Hsiung Wen,"Ya-Jung Ku, An-Hsiung Wen","Chun-Hsiung Ko, Lily Lee, Shu Qi, Ting-Sheng Lin, Shiu-chang Chin, Yung-Hsiang Chin, Ping-ying Hsu, Chung-Huang Wang","Passion, business, and family dynamics bring unexpected complications to four lives.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BM2VmMDE2MmYtYWIwOC00MmQxLThhZGUtNjYyY2YzNDgyZjE4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY281_CR19,0,190,281_.jpg",,"Animation, Adventure, Drama",7.0,335,United States,Toshiyuki Hiruma,"Takashi Masunaga, Jack Olesker, Johanna Spyri","Susan Schiff, Nathan Aswell, Wanda Wilkinson, Andrea Libman, Michael Donovan, Kathleen Barr, Tony Ail, Lillian Carlson, Garry Chalk, Ian James Corlett, Kent Gallie, Philip Maurice Hayes, Roger Kelly, Ellen Kennedy, Terry Klassen, Joanne Lee, Tom McBeath, Lois McClean","After charming her reclusive grandfather and falling in love with the beautiful mountain he calls home, Heidi is uprooted and sent to Frankfurt where she befriends Klara, a young girl confined to a wheelchair.",,
,,,,"https://m.media-amazon.com/images/M/MV5BNGY0ZGZhYzktYWE0My00Y2ZkLTgwZjAtMzI5ZGI3ZmNkNDAwXkEyXkFqcGdeQXVyNjg5Nzc3NTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",,Thriller,3.6,142,United States,Mike Kesey,R.M. Johnson,"John Henry Richardson, Alex Demir, Lisa Hasslehurst, Brandy Ledford, Jennifer Burton, Susie Childey, David Elliott, Daniel D. Anderson, Doug Jeffery, Raelyn Saalman, Monica Soares, Eddi Wilde, Sani Antonio August, R.M. Johnson","A group of movie people, director, screenwriter, producer, actors and actresses meet for a weekend at a remote house. Proceedings soon begin to resemble a typical slasher film: couples pair off, have sex, and get either murdered or abducted.",,
,,,,"https://m.media-amazon.com/images/M/MV5BNTI0NmE1OTktZWUxYS00Mjc1LWJjN2EtODViYmY2NTkzMThlXkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_QL75_UY281_CR11,0,190,281_.jpg",,"Drama, Romance",4.1,169,United States,Paul Thomas,Raven Touchstone,"Carrie Westcott, Michael Jay, Barry Sattels, Craig Stepp, Fawna MacLaren, Sara Suzanne Brown, Andrea Riave, Paul Baumgartner, Andria Mann",An architect is struggling to get over his wife's death. He meets a young woman who brings him happiness only to find out she is his son's girlfriend.,,
,,,,"https://m.media-amazon.com/images/M/MV5BNGVjMGViNTQtYWZlZi00Y2M2LThiNTgtMDc1MDc2NmE1ZjYwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTk4NTIyMDI@._V1_QL75_UY281_CR93,0,190,281_.jpg",,"Drama, Crime",6.4,171,United Kingdom,Adrian Shergold,Barbara Machin,"Alice Krige, Lena Headey, Peter Wight, David Morrissey, Yolanda Vazquez, Ralph Brown, Nigel Terry, Carmel Marner, James Frain, Sophie Dix, Sophia Diaz, Peter Sullivan, Ellen Rose, Frank Coda, Paola Dionisotti, Alison Swann, Victoria Lennox, Simon Donald","Young English girl Clare Rigby is working as an au pair in Italy. When her employer's house catches fire, Clare is blamed and imprisoned. Top-lawyer Alessandra Locatelli decides to try and help Clare, despite the fact that she has no money or connections.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BZDY5OGZiZDEtNTMzOC00OWNjLWIwM2YtZjRmNDAzODdjNzgzXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UY281_CR4,0,190,281_.jpg",,Drama,4.3,112,United States,Gavin O'Connor,"Kirby Hayde, ""Gavin OConnor""","Dana Ashbrook, Angela Shelton, Harry Lennix, William Wise, Anne Bobby, ""Harry OReilly"", Mary Beth Peil, Ronald Guttman, Daniel de la Falaise, Isabel Gillies, Tovah Feldshuh, Harry Spillman, Lina Todd, Jay Potter, Gwen McGee, Frederick Neumann, John Benjamin Hickey, Henry DeGeneste","William is a young man who is soon to be a successful prosecutor falls into a dark trap of sex and late night parties, where he falls head over heels in love with Meadow, but this love affair causes him to throw away his hopes and dreams. Can Meadow help him escape before it's to... Read all",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BZmVhYTlhODUtY2NjMS00MDZmLWIwZWQtNmFlODQzODVlY2Q3XkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_QL75_UY281_CR1,0,190,281_.jpg",,"Action, Crime, Drama",7.4,1900,Brazil,Walter Salles,"Daniela Thomas, Marcos Bernstein, Millor Fernandes, Walter Salles","Fernanda Torres, Fernando Alves Pinto, Alexandre Borges, Luís Melo, Laura Cardoso, Tchéky Karyo, Alberto Alexandre, Edilson Botelho, Canto e Castro, Bete Coelho, ""António Cara DAnjo"", Carlos Dias, Filipe Ferrer, João Grosso, Miguel Guilherme, Miguel Hurst, Jacques Jover, João Lagarto","After the death of his mother, a young Brazilian decides to leave his country and travel to his mother's native land. In a foreign land, he finds love and danger.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BYzFiNWNjOGUtOWI0Yy00NTMyLWIxYTYtZDE4MzRlMmRjN2M0XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UY190_CR74,0,190,190_.jpg",,Music,6.9,138,United States,Joel Schumacher,,"Seal, Val Kilmer","Seal performs in the second version of the music video ""Kiss from a Rose"" from the original motion picture soundtrack for the film Batman Forever (1995) recorded for Warner Brothers Records. Seal sings on a rooftop next to a large bat signal spotlight as clips from the film play ... Read all",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BYTZjMThjYjMtYTQ3NS00MTZhLTkxNmMtMDMwNTAwYzg3N2M5XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_QL75_UY281_CR76,0,190,281_.jpg",,"Crime, Drama, Mystery",6.8,168,India,,,,"'Swaabhimaan' is a sizzling saga of our supercharged times. Every afternoon viewers meet the most exciting people in town - Svetlana, Rishabh, Ranjana Devi, Devika, Mahen, Nishi and Ronnie. 'Swaabhimaan' unfolds the volatile story of a compellingly beautiful woman - Svetlana who ... Read all",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BNDQ4MzA4YTktNGVmNi00NjY3LWJkN2MtZDU0N2U4YmZlODhmXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR11,0,190,281_.jpg",,"Action, Thriller",3.7,275,Canada,Damian Lee,"John Lawson, Damian Lee","Jeff Wincott, Sven-Ole Thorsen, Phillip Jarrett, Richard Fitzpatrick, Guylaine St-Onge, Joseph Di Mambro, ""Douglas OKeeffe"", Kerry Harris, ""Dennis OConnor"", David Fraser, Jason Weinberg, David Campbell, Derek Clifford, Rogue Johnston, Mark Huissman, Howard Green, K.C. Buffalo, George Masswohl","A master martial artist is kidnapped by a psychotic billionaire who runs a bizarre fighting ring, where combatants must either win or die. John Stoneman refuses to kill any man... until his wife's life is put on the line.",,
,1996,,,"https://m.media-amazon.com/images/M/MV5BMTYyMjQ3NDQ3OV5BMl5BanBnXkFtZTcwMTI1ODcyMQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",,"Action, Sci-Fi",3.3,685,United States,Leora Barish,"Edgar Michael Bravo, Leora Barish, Henry Bean","Jessica Alba, Henry Bean, Dennis Dun, Audie England, Morgan Fairchild, Joel Grey, John Kerry, Costas Mandylor, Ivory Ocean, Sean Rolf, Meredith Salenger, Mark Schneider, Richard Vidan, Adrian Vitoria, Billy Wirth, Greg Wrangler, Robert Werhan","Eve visits an island prison with her mom, when a riot makes the owner abandon it. She grows up there and escapes. She adjusts to an advanced outside world with VR dating etc.",,
,1996,,,"https://m.media-amazon.com/images/M/MV5BN2MzNjJjY2ItYTk1OC00YWFlLTg5ZGEtZjUzNmFiMWI1YWRhXkEyXkFqcGdeQXVyODIwNDI2NDc@._V1_QL75_UY281_CR46,0,190,281_.jpg",,Comedy,5.6,121,United States,Brent Loefke,Mike Snyder,"Hanna Hall, Edward Asner, Rita Rudner, David Alan Grier, Dwier Brown, Staci Greason, Bill Cobbs, Leon Russom, Diane Robin, Stephen Furst, Paxton Whitehead, Liron Artzi, Jordan Lund, Pamela Hayden, Ed McDermott II, John Nielsen, Mike Snyder",An orphan learns that the expansion of a ski resort designed by her uncle is a threat to the environment.,,
,1995,,,"https://m.media-amazon.com/images/M/MV5BNzJmZWE1ZTEtZDY5NC00ZDNiLWJhMWItODM1MmNkMzc1ODVhXkEyXkFqcGdeQXVyMjQ2OTI2MzU@._V1_QL75_UY281_CR14,0,190,281_.jpg",,Comedy,6.0,379,Turkey,,,,,,
,1995,,,"https://m.media-amazon.com/images/M/MV5BMTQ1NjY3NTk4OF5BMl5BanBnXkFtZTcwMzYwOTQyMQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi3466592537/1434659607842-pgv4ql-1563910532120.mp4?Expires=1702307142&Signature=KAkGiqub0HrEwLKT9vPyXT0z~9WTxK2ME~xb9FdpthoIEjhp~e~P~xYATtv~E6~dyhkP3o2KZ8mjY0e7LdE0RRv0yk3rgrMqWNrdJVQ9xEB7gJyvMdmtiDtfTcwKoFebm1EFhKlhRdxrTOA0qdJPUiMxemRuA7giY91eCaJcfc-P0VtKWDr-OR4g3ww-hF~ptVCgqY8LWjfL3y438Lsh-Ro2vhgmEj-ZK09x-SJAnmIbGnmpwgEe5DEQYMhEIRHk2JBjKEzlE~UBwVCLGTH9yPfEaXRA62s9B6tth6Ydq7GzdTkwYGUjBDVZV-xmSsFdJKmpunBZ2r2YqyAFx0uEkw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Animation, Action, Comedy",4.3,232,United States,,,,A young descendant of Arthurian Merlin the wizard must help the opposing army stop an alien overlord who's using supernatural creatures called Darkstalkers to take over the world. Famous movie and mythical monsters fight for both sides.,,
,1995,,,"https://m.media-amazon.com/images/M/MV5BZTJhZTNkNGItMWUzMS00YmQyLWFjMDEtZGUyMzQ1YjA4NzlkXkEyXkFqcGdeQXVyMzIwMTIwODc@._V1_QL75_UY281_CR6,0,190,281_.jpg",,"Documentary, Short",7.9,398,Federal Republic of Yugoslavia,Janko Baljak,"Aleksandar Knezevic, ""Aleksandar Knele Knezevic"", ""Vojislav Voja Tufegdzic""","Aleksandar Golubovic, Bojan Petrovic",See You in the Obituary is a 1995 35-minute documentary directed by Janko Baljak based on the book The Crime That Changed Serbia. Made in the form of an extended news report the movie presents a snapshot of the chaotic Belgrade underworld in the early 1990s against the backdrop o... Read all,,
,1995,,,"https://m.media-amazon.com/images/M/MV5BMTIyOTYyMjI5NF5BMl5BanBnXkFtZTcwMDc5NzIzMQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",,"Animation, Action, Drama",8.2,99,Japan,Ippei Kuri,"Kenji Yoshida, Tatsuo Yoshida","Bryan Cranston, Michael Forest, Stephen Lee, Richard Epcar, Barbara Goodson, Kirk Thornton, Bob Bergen, Wendee Lee, John Vickery, Paul Schrier, Mona Marshall, Michael McConnohie, Mari Devon, Tom Wyner, Joshua Seth, Julie Maddalena, Kerrigan Mahan, Mike Reynolds","Tekkaman Blade takes place in the year 2300 AD. On a certain moment, the Radam attack earth. A few months after the beginning of the invasion, a tekkaman appears, he calls himself Blade and with the help of the Space Knights, Blade starts to fight the radam. But there are a few t... Read all",,
,1995,,,,,,,,United States,Phil Morrison,"T. Colin Dodd, Phil Morrison","Rita Ackermann, Chloë Sevigny, Pumpkin Wentzel, Ryan Sikobki, Jan Dikkers, Anne Ok, Laura Ballance, Jennifer Waverick, Rob Von Furth, Naomi Campbell, Leonardo DiCaprio, Marc Jacobs",,,
,,,,"https://m.media-amazon.com/images/M/MV5BNjIyNzQ4ZDEtNmZiMC00YjgxLWI0ZDAtZTc1NDgzODk4ZmZjXkEyXkFqcGdeQXVyMzY1MzAzMw@@._V1_QL75_UY281_CR2,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi3891265817/1434659607842-pgv4ql-1564214208564.mp4?Expires=1702307166&Signature=hq2JEvYPtvHi9nS6QUcrTF5KvJo0V2AQI4l8r6AriXv4S08EHWwMKkR0YnRhX8h2Ygw8Bq3R3DD-xCLwwjTB8qZiO7a8SaSmbpSKK-WUWwYylvSqkV3fP3qgQu3bPaIfLefUoRRxsD7pl4W94qf31y7lRakvlsbVotN5rpYP4c9vBvovlrMfclzJuzMF0i5nHjH79IhHdGzNEAjU9gk7W08-g1~4bzsTqhg9heW4YfuL~SaH3XsOvqZDeutDmJ5Ue~rk~nnl~MQT98FZHUXax8ZuMLCw30hXX3oL3Ftf9V5QuJO78vaqbFCQb9bFDQpKsRogrDrdithlzYwdUQCfzA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,Comedy,2.7,141,United States,Lorenzo Doumani,Gary Ross,"Leo Rossi, Lorenzo Doumani, Gary Ross, Pollo Loco, Andrea Leithe, Kristi Ducati, Robert Costanzo, Linda Lutz, Michael Tylo, Paula Barbieri, Lou Ferrigno, Mother Love, Abe Vigoda, Joyce Brothers, John Capodice, Nell Carter, Norm Crosby, Debbe Dunning",Two misfits embark upon an odyssey to reverse their unlucky family's misfortunes.,,
,,,,"https://m.media-amazon.com/images/M/MV5BY2ZmOGNjZTUtNmM1My00NGQzLWFjYjQtMTE5MGE5YTkyMzM2XkEyXkFqcGdeQXVyMTU4OTAwNDQ@._V1_QL75_UY281_CR3,0,190,281_.jpg",,Drama,6.6,78,United States,Alin Bijan,"Alin Bijan, William Routh Clair Jr.","TJ Myers, John McCalmont, Erica Palmer, Danielle Petty, Ben Loggins, Mark Hanson, Milton Killen, Chris Sykes, J.D. Ryan, William Routh Clair Jr., Fran González, Patrick Otero, D. Elle Davis, Lisa Cawthron, Kathleen Blake, Jade Stratford, Angela Wright, Cynthia Cranz","Our sheltered, innocent, small-town girl, Tammy, played by TJ Myers, journeys with a friend to Dallas to visit her older sister whom she adores and thinks is working as a teller in a bank. Tammy gets a big surprise when she finds out that her sister is tied up with a drug syndica... Read all",,
,1995,,,,,,,,United States,,,,"The ""Villains Profile"" focused on Jeremy Irons' Simon, but it also branched into coverage of Sam Phillips' Katya as the movie's baddies. We see the normal mix of movie clips, shots from the set, and interviews snippets.",,
,,,,"https://m.media-amazon.com/images/M/MV5BOTg3MjE2MDgwOF5BMl5BanBnXkFtZTcwMTg3MTk0MQ@@._V1_QL75_UY281_CR6,0,190,281_.jpg",,"Adventure, Comedy, Crime",4.6,106,France,Kevin Alber,Brian Clemens,"Daneen Boone, Art Baer, Roneique Banks, Jennifer Behr, Chuck Beyer, Marla Cotovsky, Arthur David, Sandy Dehay, Timothy Di Pri, Jay D. Dickson, Erica Jade, Melissa Mead, Jane Mun, M. Nune, Ashlie Rhey, Paul Michael Robinson, Kimberly Rowe, Barak Schurr",,,
,2003,,,"https://m.media-amazon.com/images/M/MV5BMDU2NmRjNzItZmViZi00Njc4LTk4NmItNjhiN2EzODdmNTMyXkEyXkFqcGdeQXVyOTM1MDU0NDY@._V1_QL75_UY281_CR11,0,190,281_.jpg",,Drama,6.4,346,United States,David Mackay,"Virginia Gilbert, Barbara Clark Wanbaugh","Jeremy London, Gina Philips, Megan Gallagher, Adam Wylie, Nicolas Surovy, Christine Taylor, Scott Coffey, Brian Krause, David Jensen, Jesse Bennett, Matt Bolling, Michael Flynn, ""Margo Swena OVery"", Diane Kay Grant, Marnie West, John R. Turner, Heath Pillar, Greg Whiteley","When troubled, cynical teen Rick chooses service at a camp for the blind over serving time at a correctional facility, he thinks he's found the easy way out. Instead, it's the way to a new life. Friendship. Step by step, as Rick helps a blinded Gymnast rediscover the joys of comp... Read all",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BMjE2NTA2OTM1M15BMl5BanBnXkFtZTcwMzM5MTAyMQ@@._V1_QL75_UX190_CR0,33,190,281_.jpg",,"Drama, Family",7.0,319,United States,Bruce Neibaur,Bruce Neibaur,"Kate Maberly, Jonathan Hernandez, Randall King, Carolyn Hurlburt, Melissa Moore, Jenniffer Buckalew, Jessica Giauque, Maria Carr, Mark Hardy, Benjamin Hoppe, Dallen Gettling, Aaron Lee Syrett, Randi-Lynn Strong, Nancy Peterson, Tommy Shallenberger, Alan Stark, Wes Brewer, Christopher Ball","Set on a rural farm during the Sixties, this film tells the story of Ira and Oscar, two kids who stay faithful companions despite the racism and prejudice towards Oscar on the farm.",,
,,,,"https://m.media-amazon.com/images/M/MV5BZWRkYjFhNDYtZGQ2MS00ZTE0LTlmN2YtYTQyMDE1Y2FmOWIwXkEyXkFqcGdeQXVyMjk3ODk1MzU@._V1_QL75_UY281_CR194,0,190,281_.jpg",,"Action, Game-Show, Sport",7.2,72,Australia,,,,,,
,1995,,,"https://m.media-amazon.com/images/M/MV5BODY5ZTg2ZDEtN2QyOC00YjhlLThmNDUtOGRjYmVlMDhmZGY0XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY281_CR11,0,190,281_.jpg",,"Drama, Thriller",4.1,259,United States,T.L. Lankford,T.L. Lankford,"Tori Sinclair, Clayton Norcross, Lawrence Tierney, Steve Vaughn, John Higginson, Jim Hanks, Cynthia Rothrock, Kate Stellar, Brad Lockerman, Glenn Kelly, Tim Abell, Brian Keith Allen, Michael Kowal, Kenn Copenhaver, Lysa Heslov, Joseph Pilato, John J. Vogel, Ty Donaldson",An artist with a rather unusual art-style literally uses all the men she likes for her artworks. Bodies begin to pile up in abandoned alleyways and the case is handed out to a homicide detective to bring in the artistic serial killer.,,
,,,,"https://m.media-amazon.com/images/M/MV5BMTE2MmJlZTEtN2MxNi00N2M1LWI5OTItOTYyY2QyNDBiYzk3XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UX190_CR0,2,190,281_.jpg",,"Drama, Romance",4.4,127,United States,Lawrence Lanoff,Lawrence Lanoff,"Bobby Johnston, Allison Gail, Johnnie Johnson III, Dita Von Teese, Janine Alexandrea, Dennis T. Benatar, Myles Binford, Susie Childey, Alex Demir, Wendy Hamilton, Tami McGuirt, Deneen Millner, Sam Mongielo, Vanessa Chase, Kim Reed, Pía Reyes","Brad and Sara meet at a party and instantly fall for one another. They go to Brad's house to have sex, but he suddenly remembers that he has to wait until the next morning to hear the results of his last AIDS test. Sara decides to stay, and as they stay up waiting for morning to ... Read all",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BNzIxNjlkYzctNmMxMS00OWQ0LWI5NjctNzZmMzc0YWFmYTFiXkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_QL75_UY281_CR2,0,190,281_.jpg",,"Drama, Horror",7.8,34,Indonesia,Yonky Souhoka,Sally Marcellina,"Ibra Azhari, Windy Chindyana, Sonny Dewantara, Elizabeth Ivone, Teddy Mala, Sally Marcellina","A bankrupt schemer tries to get his hands on a wealthy widow's money but the daughter intervenes. Meanwhile, a mysterious killer is running amok.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BYTY2NmVjNjMtY2ZiOC00YjgzLTkxNjQtYzY4OTZlNGI5Y2VlXkEyXkFqcGdeQXVyMjQ1MDk0MA@@._V1_QL75_UY281_CR93,0,190,281_.jpg",,News,,,Mexico,,,,,,
,,,,"https://m.media-amazon.com/images/M/MV5BMTk2MDU3ODUxMl5BMl5BanBnXkFtZTgwMTY0NTgwMzE@._V1_QL75_UY281_CR96,0,190,281_.jpg",https://imdb-video.media-imdb.com/vi3658595609/1434659607842-pgv4ql-1554956863514.mp4?Expires=1702307223&Signature=RyuKJaf9Og8D2BKeI5jYZht-6NKGkSc9Coq8us6gIqYxX5x3o4ZTcACX5fq00GlAVhmyzqn7Nfb5MyRYq1laqs-gKsknt0dTYM6pqcF60ruuDojnPQE3zt4riOU4uWd~LZ2tHmRpH5PBmGpwlRKJE5Lekys9~oTBmPvsvFdxp5n43zzP8tcJ5GBvmUes8vuK1UTsOrz2BFjybOj0-L5otBT4xHpENfy6PVQ6OwV3PD~DWChe60uWzTlhoEblK5tFjcHssozp0~gQE1Ugs~MGkbmEkBWfmilNdteRKE8F3HXW1U9YecQtNrcXSBOtR24cYmd~DojBtq8LdBv0Ym52sQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Animation, Adventure, Family",7.4,154,Canada,,,,"Based on characters from the beloved 'Madeline' book series, this animated series follows the new adventures of the little red-haired girl and her friends in their Paris school.",,
,1996,,,"https://m.media-amazon.com/images/M/MV5BZDBjOTUwNDItNzljNS00MzVhLWE1YjAtZmUxOTFiYWZiNmQyXkEyXkFqcGdeQXVyMjU0MjU2MjI@._V1_QL75_UY281_CR6,0,190,281_.jpg",,"Comedy, Drama, Fantasy",8.5,516,Federal Republic of Yugoslavia,,,,,,
,1996,,,"https://m.media-amazon.com/images/M/MV5BOTM0Nzc1NjE1NF5BMl5BanBnXkFtZTgwMDQ4ODk1MDE@._V1_QL75_UY281_CR4,0,190,281_.jpg",,Horror,3.4,206,United States,J.R. Bookwalter,"J.R. Bookwalter, David Lange, Matthew Jason Walsh","A.J. Richards, Rita Gutowski, Terry J. Lipko, James Viront, Barbara Katz-Norrod, Stan Fitzgerald, Matthew Jason Walsh, Mary Wilkerson, Jennifer Barrett, Lisa Neeld, Nicholas Cleland, James L. Edwards, Lawrence Latsko, George Abrams, Hal Vandersall, Douglas Bouslough, Jennifer Mullen, Jack Jordan","Gary is a trailer park romance novelist who can't seem to sleep at night. He also thinks that he saw a monster assaulting his girlfriend while she was sleeping. People in his trailer park begin to die in their sleep. Soon, Gary's friends begin to think that he has gone crazy with... Read all",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BMzM4NjA0NDI3NV5BMl5BanBnXkFtZTcwNjgzNzAwMQ@@._V1_QL75_UX190_CR0,33,190,281_.jpg",,Crime,7.2,19,United States,,,,,,
,,,,"https://m.media-amazon.com/images/M/MV5BZTgwZTk2ZWYtYzIwNS00OWJmLTk3ZDktNGE1MzhiMTM2NWMzXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_QL75_UY281_CR4,0,190,281_.jpg",,"Comedy, Drama",4.1,44,Italy,Ninì Grassia,Ninì Grassia,"Malù, Saverio Vallone, Antonio Zequila, Cristina Barsacchi, Carlo Granchi, Valeria Favaro, Raffaele Orselli, Roberto Francesconi, Irina Sidorovskaia, Deborah Call, Stefania Miniucchi","A boy has difficulties with the opposite sex and so Marisa is creating a plan to help him. She will implement it with the help of the beautiful Giusy, who tries to seduce Nino not without difficulty.",,
,1995,,,"https://m.media-amazon.com/images/M/MV5BNDUwNDNmMzktMzA0MS00YzBjLWJmNGYtZmU3MTNhNWEwOTY2XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_QL75_UX190_CR0,1,190,190_.jpg",,Music,6.6,26,United States,,,,"The first one was shot during the production of the film Virtuosity (1995) directed by Brett Leonard. It depicts Lords, wearing a skin tight latex ensemble, dancing at an underground rave while being filmed be several camera operators and projected on screens surrounding her. The... Read all",,
,,,,"https://m.media-amazon.com/images/M/MV5BNjdkNjZhYzEtMjRmMS00ODY3LWFjNWYtYWFmM2IzMmUyOThjXkEyXkFqcGdeQXVyMjI3MDczMjI@._V1_QL75_UY281_CR19,0,190,281_.jpg",,"Crime, Short",6.0,339,United Kingdom,Guy Ritchie,Guy Ritchie,"Darren Spencer, James Tarbuck, Eli Nathanson, Benedick Bates, Suzy Ratner, Siobhan Murphy, Julius Godson, Alan Boyle, Wale Ojo, Donald Standon, Neil Brenham, James Grant, Huggy Leaver, Leroy, Richard, Oliver Michaels, Stephen Callender-Ferrier, Kiran Shah",About four East End lads raising money to enter a card game.,,
,1995,,,"https://m.media-amazon.com/images/M/MV5BYjA4NmE2N2YtNzY0MS00MWIyLThkZDktZjFmZjlhZDA5ZWQ2XkEyXkFqcGdeQXVyMjA3NDg2Mzg@._V1_QL75_UY281_CR91,0,190,281_.jpg",,Drama,5.7,272,United States,Griffin Dunne,"Adam Brooks, Griffin Dunne","Kate Capshaw, Chris Chavkin, Elliott Gould, Tim Guinee, Udo Kier, Jennifer Lloyd, Carey Lowell, Tobey Maguire, Kiefer Sutherland, Swell, Uma Thurman",Mother takes her teenage son to a party to make sure he will not be at home when father leaves the family for good.,,
