Name,Release Year,Certificate,Duration,Poster,Trailer,Genre,Rating,Rating Count,Country,Director,Writer,Stars,Story,Budget,Gross US & Canada,Opening weekend US & Canada,Gross worldwide
Europa: The Last Battle,2017,,746,https://m.media-amazon.com/images/M/MV5BNTVlMGEwNDYtMGI2Yi00MTRiLThhYmQtNTI2NGMwNjJmOTM1XkEyXkFqcGdeQXVyMTM3NjUwMTI4._V1_.jpg,,"['Documentary', 'History', 'War']",7.3,1850,['Sweden'],['Tobias B.'],['Tobias B.'],"['Muhammad Ali', 'Winston Churchill', 'Henry Ford']",Documentary about the origins of World War II.,SEK 500 (estimated),,,
First They Killed My Father,2017,C18,136,https://m.media-amazon.com/images/M/MV5BMTgzOTQ1NDUwOF5BMl5BanBnXkFtZTgwNjAwNTkwMzI@._V1_.jpg,https://www.imdb.com/video/vi845199641/,"['Biography', 'Drama', 'History']",7.2,19961,"['Cambodia', 'United States']",['Angelina Jolie'],"['Loung Ung', 'Angelina Jolie']","['Sareum Srey Moch', 'Phoeung Kompheak', 'Sveng Socheata']",Cambodian author and human rights activist Loung Ung recounts the horrors she suffered as a child under the rule of the deadly Khmer Rouge.,"$24,000,000 (estimated)",,,
Private Life,2018,R,123,https://m.media-amazon.com/images/M/MV5BNjYzMjZiNDItMDk2ZC00MWVkLWFmNjUtZGU1MjM2YmY0Y2MxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,https://www.imdb.com/video/vi4015438617/,"['Comedy', 'Drama']",7.2,21435,['United States'],['Tamara Jenkins'],['Tamara Jenkins'],"['Kathryn Hahn', 'Paul Giamatti', 'Gabrielle Reid']","An author is undergoing multiple fertility therapies to get pregnant, putting her relationship with her husband on edge.",,,,
Girl,2018,R,105,https://m.media-amazon.com/images/M/MV5BYjNlYzFjYTQtYjAwNC00OWNjLTg2MWUtNDI1M2E1ZmIxNzRkXkEyXkFqcGdeQXVyMjE4ODEzODA@._V1_.jpg,,['Drama'],7.2,16695,"['Netherlands', 'Belgium']",['Lukas Dhont'],"['Lukas Dhont', 'Angelo Tijssens']","['Victor Polster', 'Arieh Worthalter', 'Oliver Bodart']",A promising teenage dancer enrolls at a prestigious ballet school while grappling with her gender dysphoria.,"€1,500,000 (estimated)",,,"$4,179,737"
Dogman,2018,Not Rated,103,https://m.media-amazon.com/images/M/MV5BZWIzMmYzNmMtZWNkMy00YzU2LTgzYTQtNDZhMmFmZDkwNTlmXkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_.jpg,https://www.imdb.com/video/vi287226393/,"['Crime', 'Drama', 'Thriller']",7.2,28833,"['Italy', 'France']",['Matteo Garrone'],"['Ugo Chiti', 'Matteo Garrone', 'Massimo Gaudioso']","['Marcello Fonte', 'Edoardo Pesce', 'Nunzia Schiano']","A timid dog groomer living in a poor suburb sells cocaine on the side and stays out of trouble, while trying to deal with his unstable, violent acquaintance who is a menace to the whole neighborhood.","€4,000,000 (estimated)","$148,225","$13,013","$5,080,147"
Mom,2017,TV-MA,146,https://m.media-amazon.com/images/M/MV5BOTc0YTJhZDktMGViYi00NjIwLThiMDEtY2E4NWFkYWQxNjQ5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,https://www.imdb.com/video/vi881178649/,"['Crime', 'Drama', 'Thriller']",7.2,11526,['India'],['Ravi Udyawar'],"['Girish Kohli', 'Ravi Udyawar', 'Kona Venkat']","['Sridevi', 'Sajal Ali', 'Akshaye Khanna']","After her daughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked away free.",,,,"$20,642,399"
Ggeutggaji ganda,2014,Not Rated,111,https://m.media-amazon.com/images/M/MV5BYThiMzE1ZWMtZDU2MC00ZmQ2LTg0ODEtMTgxNjA4MDk0ZGIzXkEyXkFqcGdeQXVyNDE2NjE1Njc@._V1_.jpg,https://www.imdb.com/video/vi3290150937/,"['Action', 'Crime', 'Thriller']",7.2,15687,['South Korea'],['Seong Hun Kim'],"['Lee Hae-jun', 'Seong Hun Kim']","['Lee Sun-kyun', 'Cho Jin-woong', 'Man-sik Jeong']","After trying to cover up a car accident that left a man dead, a crooked homicide detective is stalked by a mysterious man claiming to have witnessed the event.",,"$19,004",,"$26,488,847"
Giant Little Ones,2019,R,93,https://m.media-amazon.com/images/M/MV5BZTEzOTY4YTUtYjZjZC00Mjc0LTlmMzMtM2Q4N2YyNWVmM2EzXkEyXkFqcGdeQXVyODk0OTcwMTk@._V1_.jpg,https://www.imdb.com/video/vi1848097561/,['Drama'],7.2,9444,"['Canada', 'United States']",['Keith Behrman'],['Keith Behrman'],"['Josh Wiggins', 'Darren Mann', 'Taylor Hickson']","Two popular teen boys, best friends since childhood, discover their lives, families, and girlfriends dramatically upended after an unexpected incident occurs on the night of a 17th birthday party.",,"$181,507","$13,042","$181,507"
November,2017,,115,https://m.media-amazon.com/images/M/MV5BNzU0NzIwMTc5M15BMl5BanBnXkFtZTgwOTI0MzI3NDM@._V1_.jpg,https://www.imdb.com/video/vi853522457/,"['Drama', 'Fantasy', 'Horror']",7.2,5795,"['Estonia', 'Poland', 'Netherlands']",['Rainer Sarnet'],"['Andrus Kivirähk', 'Rainer Sarnet']","['Rea Lest', 'Jörgen Liik', 'Arvo Kukumägi']","In a poor Estonian village, a group of peasants use magic and folk remedies to survive the winter, and a young woman tries to get a young man to love her.","€1,450,000 (estimated)","$19,084","$3,354","$19,084"
Daeho,2015,Not Rated,139,https://m.media-amazon.com/images/M/MV5BNDI0ZjQwMDMtOTUzMy00YTcwLWEwMWEtN2QxN2RkMjMwNTViXkEyXkFqcGdeQXVyNDU2MDY1NjE@._V1_.jpg,https://www.imdb.com/video/vi717339161/,"['Action', 'Adventure', 'Drama']",7.2,6283,['South Korea'],['Park Hoon-jung'],['Park Hoon-jung'],"['Hitanshu Barik', 'Kim Hong-pa', 'Park In-Soo']","While the Kingdom of Korea is under occupation by the Japanese, an old and experienced hunter is challenged by the hunt of the last tiger.",,,,"$11,132,086"
The End of the Tour,2015,R,106,https://m.media-amazon.com/images/M/MV5BMTUwODU3NjQxNF5BMl5BanBnXkFtZTgwODE2NTE4NTE@._V1_.jpg,https://www.imdb.com/video/vi1709357593/,"['Biography', 'Drama']",7.2,32214,['United States'],['James Ponsoldt'],"['Donald Margulies', 'David Lipsky']","['Jason Segel', 'Jesse Eisenberg', 'Anna Chlumsky']","The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace&apos;s groundbreaking epic novel, &apos;Infinite Jest.&apos;",,"$3,002,884","$123,238","$3,072,991"
La isla mínima,2014,TV-MA,105,https://m.media-amazon.com/images/M/MV5BMTg0NzY0MjI0NF5BMl5BanBnXkFtZTgwMjcxMjU5MzE@._V1_.jpg,https://www.imdb.com/video/vi530823705/,"['Crime', 'Mystery', 'Thriller']",7.2,35755,['Spain'],['Alberto Rodríguez'],"['Rafael Cobos', 'Alberto Rodríguez']","['Javier Gutiérrez', 'Raúl Arévalo', 'María Varod']",Two cops lost in the deep south of Spain. One serial killer to catch. A lot of secrets and lies to disclose.,"€4,000,000 (estimated)",,,"$9,014,591"
Una mujer fantástica,2017,R,104,https://m.media-amazon.com/images/M/MV5BNGJhNWM4ZjItYWRhYS00N2UzLTg3OWItOGEzOWFmMGQ1ZjlkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,https://www.imdb.com/video/vi840612377/,['Drama'],7.2,26974,"['Chile', 'Spain', 'Germany']",['Sebastián Lelio'],"['Sebastián Lelio', 'Gonzalo Maza', 'Eliseo Altunaga']","['Daniela Vega', 'Francisco Reyes', 'Luis Gnecco']","Marina, a transgender woman who works as a waitress and moonlights as a nightclub singer, is bowled over by the death of her older boyfriend.",,"$2,020,988","$64,241","$3,839,364"
Salinjaui gieokbeob,2017,Not Rated,118,https://m.media-amazon.com/images/M/MV5BNGY2MDkzMTctMjI3Mi00ODM0LWExNDktNGJlNDI2OGU2OTExXkEyXkFqcGdeQXVyNTUxNTI3MzY@._V1_.jpg,https://www.imdb.com/video/vi130071065/,"['Action', 'Crime', 'Mystery']",7.2,11780,['South Korea'],['Shin-yeon Won'],"['Jo-yun Hwang', 'Young-ha Kim']","['Sol Kyung-gu', 'Kim Nam-gil', 'Kim Seol-hyun']",A former serial killer with Alzheimer&apos;s fights to protect his daughter from her psychotic boyfriend.,,"$91,335","$27,665","$19,015,346"
Toivon tuolla puolen,2017,Not Rated,100,https://m.media-amazon.com/images/M/MV5BOGM2Njk1OWMtYWE0Yi00N2E4LTg3NjItYzJiYzljZTVjZmJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTIxMzMzMzE@._V1_.jpg,https://www.imdb.com/video/vi2751118873/,"['Comedy', 'Drama']",7.2,13110,"['Finland', 'Germany']",['Aki Kaurismäki'],['Aki Kaurismäki'],"['Sherwan Haji', 'Sakari Kuosmanen', 'Kaija Pakarinen']",A poker-playing restaurateur and former traveling salesman befriends a group of refugees newly arrived to Finland.,"€1,600,000 (estimated)","$183,943","$15,495","$4,282,973"
Ride,2020,PG-13,98,https://m.media-amazon.com/images/M/MV5BMmNiZTE2NjgtOWI4MC00N2NiLWFhOGYtMDY3NWVjZTNlNTRmXkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_.jpg,https://www.imdb.com/video/vi3990536473/,['Drama'],7.2,2070,['United States'],['Alex Ranarivelo'],"['Alex Ranarivelo', 'Hadeel Reda', 'J.R. Reher']","['Sasha Alexander', 'Kathleen Wilhoite', 'Christina Moore']",The inspiring story of a BMX champion who overcame an abusive childhood through the love and life lessons of his interracial foster family.,,,,$619
NH10,2015,Not Rated,115,https://m.media-amazon.com/images/M/MV5BOTUyMzk3MzQ5OV5BMl5BanBnXkFtZTgwNDM3MjM5NDE@._V1_.jpg,https://www.imdb.com/video/vi3300507417/,"['Action', 'Crime', 'Drama']",7.2,13810,['India'],['Navdeep Singh'],['Sudip Sharma'],"['Anushka Sharma', 'Neil Bhoopalam', 'Darshan Kumaar']","On their way to a weekend retreat, a married couple find their dream vacation turn into a nightmare when they cross paths with a dangerous gang.",,"$303,587","$149,546","$303,587"
Lean on Pete,2018,R,121,https://m.media-amazon.com/images/M/MV5BNWRiYzYxNTEtYmU5My00M2Q5LTk5Y2ItZjhkMTZmNjVhYmFhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_.jpg,https://www.imdb.com/video/vi4239374361/,"['Adventure', 'Drama', 'Sport']",7.2,13571,['United Kingdom'],['Andrew Haigh'],"['Andrew Haigh', 'Willy Vlautin']","['Charlie Plummer', 'Amy Seimetz', 'Travis Fimmel']","A teenager gets a summer job working for a horse trainer and befriends the fading racehorse, Lean on Pete.",,"$1,163,056","$46,975","$2,443,584"
Sour Grapes,2016,TV-14,85,https://m.media-amazon.com/images/M/MV5BMDNhZmI1ZDUtZDg5ZS00MmE1LWIzNWYtNGZiZjVkNTU5ZTI2XkEyXkFqcGdeQXVyNjA5NDU0Njk@._V1_.jpg,https://www.imdb.com/video/vi2745678105/,"['Documentary', 'Crime']",7.2,5882,['United Kingdom'],"['Reuben Atlas', 'Jerry Rothwell']",[],"['Laurent Ponsot', 'Jay McInerney', 'Jefery Levy']",Documentary about the fine and rare wine auction market centering around a counterfeiter who befriended the rich and powerful and sold millions of dollars of fraudulent wine through the top auction houses.,,,,"$25,147"
Campeones,2018,TV-14,124,https://m.media-amazon.com/images/M/MV5BYTU1MzMxYTAtNDg2Yy00ODhjLWEzZDctMTU3YmI2NDg5YjE5XkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_.jpg,https://www.imdb.com/video/vi1564522521/,"['Comedy', 'Drama', 'Family']",7.2,11482,['Spain'],['Javier Fesser'],"['David Marqués', 'Javier Fesser']","['Javier Gutiérrez', 'Athenea Mata', 'Juan Margallo']","A basketball coach is sentenced to community service, forced to work with a team of mentally disabled players.","€4,500,000 (estimated)",,,"$27,270,207"
Utøya 22. juli,2018,Not Rated,93,https://m.media-amazon.com/images/M/MV5BNjJhZDBkOWQtNGY0YS00YWY0LWEwYjUtMmJhYjQ5ZGY2OWJkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,,"['Drama', 'Thriller']",7.2,15505,['Norway'],['Erik Poppe'],"['Siv Rajendram Eliassen', 'Anna Bache-Wiig', 'Erik Poppe']","['Andrea Berntzen', 'Aleksander Holmen', 'Solveig Koløen Birkeland']",A teenage girl struggles to survive and to find her younger sister during the July 2011 terrorist mass murder at a political summer camp on the Norwegian island of Utøya.,"$22,000,000 (estimated)",,,"$3,738,618"
Spare Parts,2015,PG-13,114,https://m.media-amazon.com/images/M/MV5BMTc5NzI4NTIyMF5BMl5BanBnXkFtZTgwMzIzNDMxMzE@._V1_.jpg,https://www.imdb.com/video/vi2199564057/,"['Biography', 'Drama', 'History']",7.2,11692,"['United States', 'Mexico']",['Sean McNamara'],"['Joshua Davis', 'Elissa Matsueda']","['George Lopez', 'Jamie Lee Curtis', 'Carlos PenaVega']","Four Mexican high school students form a robotics club. With no experience, 800 bucks, used car parts and a dream, this rag tag team goes up against the country&apos;s reigning robotics champion, MIT.",,"$3,618,912","$1,335,768","$3,701,325"
What the Health,2017,,97,https://m.media-amazon.com/images/M/MV5BYWU3ZTk1ZDgtNTFlOC00MGRjLWFiZmQtYmI0Y2JjMmI5YTBkXkEyXkFqcGdeQXVyNzI5MjI4MTc@._V1_.jpg,https://www.imdb.com/video/vi3035611929/,['Documentary'],7.2,30251,['United States'],"['Kip Andersen', 'Keegan Kuhn']","['Kip Andersen', 'Keegan Kuhn']","['Kip Andersen', 'Larry Baldwin', 'Neal Barnard']","An intrepid filmmaker on a journey of discovery as he uncovers possibly the largest health secret of our time and the collusion between industry, government, pharmaceutical and health organizations keeping this information from us.","$273,428 (estimated)",,,"$3,187"
Lykke-Per,2018,TV-14,162,https://m.media-amazon.com/images/M/MV5BZDcyYWRhMjktZGI3OS00M2M1LTllMDgtYWRlN2VmNGQxZjllXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_.jpg,https://www.imdb.com/video/vi2441919513/,"['Drama', 'Romance']",7.2,7092,['Denmark'],['Bille August'],"['Anders Frithiof August', 'Bille August', 'Henrik Pontoppidan']","['Esben Smed', 'Katrine Greis-Rosenthal', 'Benjamin Kitter']","A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen&apos;s elite, but the pride propelling him threatens to be his ruin.","DKK 55,000,000 (estimated)",,,
Fahrenheit 11/9,2018,R,128,https://m.media-amazon.com/images/M/MV5BMjE4NDYxNTk4MV5BMl5BanBnXkFtZTgwNTE1MDMxNjM@._V1_.jpg,https://www.imdb.com/video/vi2250423065/,['Documentary'],7.2,20168,['United States'],['Michael Moore'],['Michael Moore'],"['Jim Acosta', 'Roger Ailes', 'Brooke Baldwin']","Filmmaker Michael Moore examines the current state of American politics, particularly the Donald Trump presidency and gun violence, while highlighting the power of grassroots democratic movements.","$5,000,000 (estimated)","$6,352,306","$3,008,563","$6,674,168"
Trautmann,2019,,120,https://m.media-amazon.com/images/M/MV5BOGY2ODI0NDMtMmViMS00NGI2LWJlYWQtODk4NzlkNGVmMjU0XkEyXkFqcGdeQXVyNzE1ODI0OTg@._V1_.jpg,https://www.imdb.com/video/vi1657192217/,"['Biography', 'Drama', 'Romance']",7.2,6192,"['United Kingdom', 'Germany']",['Marcus H. Rosenmüller'],"['Marcus H. Rosenmüller', 'Nicholas J. Schofield', 'Robert Marciniak']","['David Kross', 'Freya Mavor', 'John Henshaw']","The love story of a young English woman and a German PoW, who together overcome prejudice, public hostility and personal tragedy.",€11 (estimated),,,"$1,916,514"
Loin des hommes,2015,PG-13,101,https://m.media-amazon.com/images/M/MV5BMTA1MTgxOTkwMzdeQTJeQWpwZ15BbWU4MDIzODk1NDUx._V1_.jpg,https://www.imdb.com/video/vi189378841/,"['Drama', 'War']",7.2,8606,['France'],['David Oelhoffen'],"['David Oelhoffen', 'Albert Camus', 'Antoine Lacomblez']","['Viggo Mortensen', 'Reda Kateb', 'Djemel Barek']","Algeria, 1954. Two very different men thrown together by a world in turmoil are forced to flee across the Atlas mountains. Daru, the reclusive teacher, has to escort Mohamed, a villager accused of murder.","$7,700,000 (estimated)","$5,336",,"$1,141,433"
El Club,2015,Not Rated,98,https://m.media-amazon.com/images/M/MV5BMTY2OTE4NTUzMl5BMl5BanBnXkFtZTgwNDY3NzA1NzE@._V1_.jpg,https://www.imdb.com/video/vi470399513/,"['Drama', 'Mystery', 'Thriller']",7.2,11771,['Chile'],['Pablo Larraín'],"['Guillermo Calderón', 'Pablo Larraín', 'Daniel Villalobos']","['Alfredo Castro', 'Roberto Farías', 'Antonia Zegers']","A crisis counselor is sent by the Catholic Church to a small Chilean beach town where disgraced priests and nuns, suspected of crimes ranging from child abuse to baby-snatching from unwed mothers, live secluded, after an incident ...",,"$52,761","$6,514","$541,515"
Into the Inferno,2016,,104,https://m.media-amazon.com/images/M/MV5BMTAyNzYyNjg1NzJeQTJeQWpwZ15BbWU4MDY4NzE1MzAy._V1_.jpg,https://www.imdb.com/video/vi1005696537/,['Documentary'],7.2,9684,"['United Kingdom', 'Germany', 'Canada']",['Werner Herzog'],['Werner Herzog'],"['Werner Herzog', 'Katia Krafft', 'Maurice Krafft']",An exploration of active volcanoes around the world.,,,,"$3,679"
Brian Banks,2019,PG-13,99,https://m.media-amazon.com/images/M/MV5BOGI4NGRlNjEtZDUwOC00ZmRkLWI1ZTgtOGZmMTk3MzQ0ODVhXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_.jpg,https://www.imdb.com/video/vi3479616537/,"['Biography', 'Drama', 'Sport']",7.2,8095,['United States'],['Tom Shadyac'],['Doug Atchison'],"['Aldis Hodge', 'Greg Kinnear', 'Sherri Shepherd']","A football player&apos;s dreams to play in the NFL are halted when he is wrongly convicted and sent to prison. Years later, he fights to clear his name within an unjust system.","$10,000,000 (estimated)","$4,376,819","$2,156,272","$4,376,819"
Quand on a 17 ans,2016,Unrated,114,https://m.media-amazon.com/images/M/MV5BNzE4OTkwNjA5N15BMl5BanBnXkFtZTgwNDcwNTMwMDI@._V1_.jpg,https://www.imdb.com/video/vi2992356121/,"['Drama', 'Romance']",7.2,7108,['France'],['André Téchiné'],"['Céline Sciamma', 'André Téchiné', 'Régis de Martrin-Donos']","['Sandrine Kiberlain', 'Kacey Mottet Klein', 'Corentin Fila']","Damien lives with his mother Marianne, a doctor, while his father is on a tour of duty abroad. He is bullied by Thomas, whose mother is ill. The boys find themselves living together when Marianne invites Thomas to come and stay wi...","€5,500,000 (estimated)","$52,713","$8,838","$2,050,766"
Salyut-7,2017,C16,111,https://m.media-amazon.com/images/M/MV5BZjAzZDVkOTYtOGM4Mi00ODcwLTk0NzUtMTViNzhmMGFmMjcyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,,"['Action', 'Drama', 'History']",7.2,12039,['Russia'],['Klim Shipenko'],"['Aleksey Samolyotov', 'Aleksey Chupov', 'Natasha Merkulova']","['Vladimir Vdovichenkov', 'Pavel Derevyanko', 'Aleksandr Samoylenko']","USSR, June 1985. Based on actual events. After contact with the Salyut 7 space station is lost, cosmonauts Vladimir Dzhanibekov and Viktor Savinykh dock with the empty, frozen craft, and bring her back to life.","RUR 400,000,000 (estimated)",,,"$3,138,431"
Toilet - Ek Prem Katha,2017,Not Rated,155,https://m.media-amazon.com/images/M/MV5BMTAxODQ2NDEwOTZeQTJeQWpwZ15BbWU4MDk5MDM3NjIy._V1_.jpg,https://www.imdb.com/video/vi2850732313/,"['Comedy', 'Drama', 'Romance']",7.2,22782,['India'],['Shree Narayan Singh'],"['Medha Jadhav', 'Siddharth-Garima', 'Siddharth Singh']","['Akshay Kumar', 'Anupam Kher', 'Bhumi Pednekar']","A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society.",,"$1,830,715","$678,436","$35,978,876"
Freistatt,2015,,104,https://m.media-amazon.com/images/M/MV5BMjhlYzVhODQtZDRkYy00YjRmLTgyMzEtYjM5YTUwMzJiYmQ3XkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_.jpg,,['Drama'],7.2,1875,['Germany'],['Marc Brummund'],"['Nicole Armbruster', 'Marc Brummund']","['Louis Hofmann', 'Alexander Held', 'Stephan Grossmann']","Summer 1968. 14 year old Wolfgang is deported from his family in the secluded Church Welfare Institution sanctuary. One thing is clear for Wolfgang: His yearning for freedom, he will not soon buried in the bog.",,,,"$15,864"
Dheepan,2015,R,115,https://m.media-amazon.com/images/M/MV5BMzc1NzgwMzgyM15BMl5BanBnXkFtZTgwMzAwMzQ1ODE@._V1_.jpg,https://www.imdb.com/video/vi2043853337/,"['Crime', 'Drama']",7.2,16614,['France'],['Jacques Audiard'],"['Jacques Audiard', 'Thomas Bidegain', 'Noé Debré']","['Jesuthasan Antonythasan', 'Kalieaswari Srinivasan', 'Claudine Vinasithamby']",Dheepan is a Sri Lankan Tamil warrior who flees to France and ends up working as a caretaker outside Paris.,,"$261,819","$20,249","$5,562,575"
Amsal,2015,Not Rated,140,https://m.media-amazon.com/images/M/MV5BODE4MjQ0MjMzNl5BMl5BanBnXkFtZTgwNTE2ODUyNjE@._V1_.jpg,https://www.imdb.com/video/vi31439385/,"['Action', 'Drama', 'Thriller']",7.2,7754,['South Korea'],['Dong-hoon Choi'],"['Dong-hoon Choi', 'Ki-cheol Lee']","['Jun Ji-hyun', 'Lee Jung-jae', 'Ha Jung-woo']","While Korea is occupied by the Japanese Army in 1933, the resistance plans to kill the Japanese Commander. But their plan is threatened by a traitor within their group and also the enemies&apos; forces are hunting them down.",,"$1,904,682","$287,700","$96,119,773"
Das schönste Mädchen der Welt,2018,,102,https://m.media-amazon.com/images/M/MV5BODQ5ZDEwM2MtMWJmNC00MjlhLTgwYmMtNmY5OGQyY2NmOGViXkEyXkFqcGdeQXVyNjI1NTI4NTA@._V1_.jpg,,"['Comedy', 'Music', 'Romance']",7.2,2183,['Germany'],['Aron Lehmann'],"['Lars Kraume', 'Aron Lehmann', 'Judy Horney']","['Aaron Hilmer', 'Rafael Schmauch', 'Fabio Gianfrancesco']","Big-nosed Cyril is ridiculed by his classmates. Wearing a mask, he wins rap battles. On a class tour to Berlin, he meets the cool, cute Roxy. Like Cyrano, he helps a dimwit woo Roxy.",,,,"$3,168,150"
Ittefaq,2017,Not Rated,105,https://m.media-amazon.com/images/M/MV5BMjA1MDc5NzYzNl5BMl5BanBnXkFtZTgwMDQ0Mjc3MzI@._V1_.jpg,https://www.imdb.com/video/vi2204875033/,"['Crime', 'Mystery', 'Thriller']",7.2,13951,['India'],['Abhay Chopra'],"['Abhay Chopra', 'Shreyas Jain', 'Nikhil Mehrotra']","['Sidharth Malhotra', 'Sonakshi Sinha', 'Akshaye Khanna']",A detective seeks out the truth between two different stories of a crime scene.,"₹290,000,000 (estimated)","$298,032","$298,032","$2,520,487"
Avril et le monde truqué,2015,PG,105,https://m.media-amazon.com/images/M/MV5BZTg1ZWIxODItY2ZjMC00MzMzLTgwMDctNTlmY2YzNjM3NzhmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,https://www.imdb.com/video/vi328121113/,"['Animation', 'Adventure', 'Comedy']",7.2,8263,"['France', 'Canada', 'Belgium']","['Christian Desmares', 'Franck Ekinci']","['Franck Ekinci', 'Benjamin Legrand', 'Jacques Tardi']","['Marion Cotillard', 'Marc-André Grondin', 'Philippe Katerine']","It&apos;s 1941 but France is trapped in the nineteenth century, governed by steam and Napoleon V, where scientists vanish mysteriously. Avril, a teenage girl, goes in search of her missing scientist parents.","€9,180,292 (estimated)","$295,488","$11,413","$495,879"
Dragon Ball Z: Doragon bôru Z - Fukkatsu no &apos;F&apos;,2015,C13,93,https://m.media-amazon.com/images/M/MV5BZjU1ZTM3MGItNDdiNS00ZjE2LTk4NTAtNTU0YmE4MDJmNjc0XkEyXkFqcGdeQXVyMzkzODQwMA@@._V1_.jpg,https://www.imdb.com/video/vi4253201177/,"['Animation', 'Action', 'Adventure']",7.2,23518,['Japan'],['Tadayoshi Yamamuro'],['Akira Toriyama'],"['Masako Nozawa', 'Ryô Horikawa', 'Hiromi Tsuru']","One peaceful day on Earth, two remnants of Freeza&apos;s army named Sorube and Tagoma arrive searching for the Dragon Balls with the aim of reviving Freeza. They succeed, and Freeza subsequently seeks revenge on the Saiya-jin.","$5,000,000 (estimated)","$8,008,363","$1,817,937","$61,768,190"
Les chatouilles,2018,,103,https://m.media-amazon.com/images/M/MV5BYTUxNDUyODEtMTU3Zi00MmEzLThmMDYtOTVkMDI4YTVjM2FhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,https://www.imdb.com/video/vi4002396953/,"['Comedy', 'Drama']",7.2,1638,['France'],"['Andréa Bescond', 'Eric Métayer']","['Andréa Bescond', 'Eric Métayer']","['Andréa Bescond', 'Karin Viard', 'Clovis Cornillac']","Odette is a 8-yr-old girl who loves to dance and draw. Once she has become an adult, Odette realizes she was abused, and immerses herself body and soul in her career as a dancer while trying to deal with her past.","€3,420,000 (estimated)",,,"$2,765,772"
Magical Girl,2014,,127,https://m.media-amazon.com/images/M/MV5BNmFkYzQ2MWItM2NkOS00OGFkLThlNjEtOWI5YzVlOTMzY2VmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,https://www.imdb.com/video/vi1348516377/,"['Drama', 'Thriller']",7.2,7340,"['Spain', 'France']",['Carlos Vermut'],['Carlos Vermut'],"['José Sacristán', 'Marina Andruix', 'Raimundo de los Reyes']","The father of a terminally ill girl is determined to grant his daughter&apos;s last wish, a ridiculously expensive collectors&apos; costume from a Japanese TV series. The request will drive him into a journey within his city&apos;s dark underbelly.",,,,"$213,782"
Gimme Danger,2016,R,108,https://m.media-amazon.com/images/M/MV5BMTYyOTc5NzI4Ml5BMl5BanBnXkFtZTgwMjIwNzczMDI@._V1_.jpg,https://www.imdb.com/video/vi350009881/,"['Documentary', 'Music']",7.2,6364,['United States'],['Jim Jarmusch'],['Jim Jarmusch'],"['Iggy Pop', 'Jim Jarmusch', 'Bob Waller']",An in-depth look at legendary punk band The Stooges.,,"$440,627","$44,725","$950,040"
Die Unsichtbaren,2017,,110,https://m.media-amazon.com/images/M/MV5BM2VmZjU0MDktZGIyZC00ZTNiLWI4Y2EtZGNmNWE2MDA4YTk2XkEyXkFqcGdeQXVyOTM5NzYzNTU@._V1_.jpg,https://www.imdb.com/video/vi2626534169/,"['Documentary', 'Biography', 'Drama']",7.2,1688,['Germany'],['Claus Räfle'],"['Claus Räfle', 'Alejandra López']","['Max Mauff', 'Alice Dwyer', 'Ruby O. Fee']","While Joseph Goebbels infamously declared Berlin &quot;free of Jews&quot; in 1943, 1,700 managed to survive in the Nazi capital through the end of WWII. The Invisibles traces the stories of four young people who learned to hide in plain sight.",,"$407,373","$27,164","$1,224,098"
Foxtrot,2017,R,113,https://m.media-amazon.com/images/M/MV5BYjkxY2ZkM2UtYmRmOS00MWYzLTg4NjktY2MzZjU0MjU0YTc1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,https://www.imdb.com/video/vi3097475097/,['Drama'],7.2,7960,"['Israel', 'Switzerland', 'Germany', 'France']",['Samuel Maoz'],['Samuel Maoz'],"['Lior Ashkenazi', 'Sarah Adler', 'Yonatan Shiray']",A troubled family must face the facts when something goes terribly wrong at their son&apos;s desolate military post.,,"$618,883","$31,629","$1,356,159"
